county_lhj,year,population
Alameda,1947,708400
Alameda,1948,717700
Alameda,1949,725100
Alameda,1950,743600
Alameda,1951,760300
Alameda,1952,781600
Alameda,1953,794100
Alameda,1954,823400
Alameda,1955,824900
Alameda,1956,846800
Alameda,1957,853100
Alameda,1958,870200
Alameda,1959,887000
Alameda,1960,912600
Alameda,1961,933900
Alameda,1962,956000
Alameda,1963,978200
Alameda,1964,1000300
Alameda,1965,1018000
Alameda,1966,1037500
Alameda,1967,1049900
Alameda,1968,1059600
Alameda,1969,1070500
Alameda,1970,1073000
Alameda,1971,1087700
Alameda,1972,1098500
Alameda,1973,1095000
Alameda,1974,1098900
Alameda,1975,1107900
Alameda,1976,1105600
Alameda,1977,1106800
Alameda,1978,1109700
Alameda,1979,1103900
Alameda,1980,1109500
Alameda,1981,1126000
Alameda,1982,1141400
Alameda,1983,1160500
Alameda,1984,1177200
Alameda,1985,1196000
Alameda,1986,1215200
Alameda,1987,1228800
Alameda,1988,1250600
Alameda,1989,1271000
Alameda,1990,1276100
Alameda,1991,1293363
Alameda,1992,1312023
Alameda,1993,1324224
Alameda,1994,1330821
Alameda,1995,1335230
Alameda,1996,1345787
Alameda,1997,1376952
Alameda,1998,1401090
Alameda,1999,1423529
Alameda,2000,1448768
Alameda,2001,1465564
Alameda,2002,1468468
Alameda,2003,1467187
Alameda,2004,1465540
Alameda,2005,1459882
Alameda,2006,1464839
Alameda,2007,1476401
Alameda,2008,1491781
Alameda,2009,1503827
Alameda,2010,1516617
Alameda,2011,1535986
Alameda,2012,1560713
Alameda,2013,1584064
Alameda,2014,1608614
Alameda,2015,1630159
Alameda,2016,1647332
Alameda,2017,1659750
Alameda,2018,1669659
Alameda,2019,1678926
Alameda,2020,1680487
Alameda,2021,1657465
Alameda,2022,1649975
Alameda,2023,1656037
Alameda HD,1971,973623.1657734246
Alameda HD,1972,985717.4529164381
Alameda HD,1973,984859.7661246117
Alameda HD,1974,989770.9001457726
Alameda HD,1975,998486.4605060307
Alameda HD,1976,997176.5215820841
Alameda HD,1977,999422.3869801085
Alameda HD,1978,1003128.8108108108
Alameda HD,1979,998819.0381306041
Alameda HD,1980,1005443.6103825631
Alameda HD,1981,1021942.2079083915
Alameda HD,1982,1036016.7724867725
Alameda HD,1983,1054203.1168605662
Alameda HD,1984,1071992.2761449078
Alameda HD,1985,1089565.5841417124
Alameda HD,1986,1109981.340624741
Alameda HD,1987,1123799.311813862
Alameda HD,1988,1146207.1641310472
Alameda HD,1989,1166594.9888994608
Alameda HD,1990,1172986.875343218
Alameda HD,1991,1190583.0921448153
Alameda HD,1992,1208673.3246941566
Alameda HD,1993,1221772.2912344562
Alameda HD,1994,1229317.686398609
Alameda HD,1995,1234120.4819992934
Alameda HD,1996,1245244.6862400775
Alameda HD,1997,1274890.0718797059
Alameda HD,1998,1298310.1127645788
Alameda HD,1999,1320448.976229099
Alameda HD,2000,1345398.0539962815
Alameda HD,2001,1361272.7404962308
Alameda HD,2002,1363574.640189276
Alameda HD,2003,1362098.4962183866
Alameda HD,2004,1359991.441557494
Alameda HD,2005,1354208.5865063826
Alameda HD,2006,1357259.747592779
Alameda HD,2007,1367252.766721156
Alameda HD,2008,1381449.8086450575
Alameda HD,2009,1392398.344944148
Alameda HD,2010,1403704.781949193
Alameda HD,2011,1420775.0450837319
Alameda HD,2012,1443984.379714435
Alameda HD,2013,1466449.9553054194
Alameda HD,2014,1489419.7666855888
Alameda HD,2015,1509485.4079249052
Alameda HD,2016,1525884.904053996
Alameda HD,2017,1537401.3224752373
Alameda HD,2018,1546576.5371621784
Alameda HD,2019,1555205.450917325
Alameda HD,2020,1556844.7774776714
Alameda HD,2021,1537474.5586793325
Alameda HD,2022,1526357.9298864892
Alameda HD,2023,1530976.4975204652
Alpine,1947,200
Alpine,1948,200
Alpine,1949,200
Alpine,1950,200
Alpine,1951,200
Alpine,1952,300
Alpine,1953,300
Alpine,1954,300
Alpine,1955,300
Alpine,1956,300
Alpine,1957,300
Alpine,1958,300
Alpine,1959,400
Alpine,1960,400
Alpine,1961,400
Alpine,1962,400
Alpine,1963,400
Alpine,1964,400
Alpine,1965,400
Alpine,1966,400
Alpine,1967,400
Alpine,1968,400
Alpine,1969,500
Alpine,1970,500
Alpine,1971,600
Alpine,1972,600
Alpine,1973,700
Alpine,1974,700
Alpine,1975,800
Alpine,1976,800
Alpine,1977,900
Alpine,1978,1000
Alpine,1979,1100
Alpine,1980,1100
Alpine,1981,1100
Alpine,1982,1100
Alpine,1983,1100
Alpine,1984,1100
Alpine,1985,1100
Alpine,1986,1100
Alpine,1987,1100
Alpine,1988,1100
Alpine,1989,1100
Alpine,1990,1094
Alpine,1991,1121
Alpine,1992,1131
Alpine,1993,1132
Alpine,1994,1119
Alpine,1995,1171
Alpine,1996,1214
Alpine,1997,1237
Alpine,1998,1192
Alpine,1999,1171
Alpine,2000,1203
Alpine,2001,1237
Alpine,2002,1248
Alpine,2003,1249
Alpine,2004,1266
Alpine,2005,1208
Alpine,2006,1255
Alpine,2007,1248
Alpine,2008,1208
Alpine,2009,1180
Alpine,2010,1177
Alpine,2011,1181
Alpine,2012,1186
Alpine,2013,1193
Alpine,2014,1199
Alpine,2015,1201
Alpine,2016,1207
Alpine,2017,1211
Alpine,2018,1208
Alpine,2019,1205
Alpine,2020,1202
Alpine,2021,1180
Alpine,2022,1175
Alpine,2023,1165
Amador,1947,9600
Amador,1948,10800
Amador,1949,9200
Amador,1950,9200
Amador,1951,9300
Amador,1952,9300
Amador,1953,9200
Amador,1954,9100
Amador,1955,9000
Amador,1956,9000
Amador,1957,9100
Amador,1958,9400
Amador,1959,9700
Amador,1960,10000
Amador,1961,10200
Amador,1962,10500
Amador,1963,10700
Amador,1964,11100
Amador,1965,10900
Amador,1966,11000
Amador,1967,11100
Amador,1968,11200
Amador,1969,11500
Amador,1970,11900
Amador,1971,12800
Amador,1972,12900
Amador,1973,13900
Amador,1974,15000
Amador,1975,15200
Amador,1976,15300
Amador,1977,16300
Amador,1978,17500
Amador,1979,18700
Amador,1980,19500
Amador,1981,20100
Amador,1982,20400
Amador,1983,20800
Amador,1984,21400
Amador,1985,22200
Amador,1986,22800
Amador,1987,24000
Amador,1988,26400
Amador,1989,28300
Amador,1990,30462
Amador,1991,31641
Amador,1992,32176
Amador,1993,32897
Amador,1994,33192
Amador,1995,33395
Amador,1996,33812
Amador,1997,34487
Amador,1998,34098
Amador,1999,34769
Amador,2000,35205
Amador,2001,35784
Amador,2002,36535
Amador,2003,36776
Amador,2004,37147
Amador,2005,37722
Amador,2006,37964
Amador,2007,38085
Amador,2008,37864
Amador,2009,37905
Amador,2010,37714
Amador,2011,37122
Amador,2012,36903
Amador,2013,36561
Amador,2014,36930
Amador,2015,36905
Amador,2016,37929
Amador,2017,38549
Amador,2018,40038
Amador,2019,40279
Amador,2020,40440
Amador,2021,40262
Amador,2022,40105
Amador,2023,40122
Berkeley,1971,114076.8342265755
Berkeley,1972,112782.5470835619
Berkeley,1973,110140.23387538827
Berkeley,1974,109129.0998542274
Berkeley,1975,109413.53949396934
Berkeley,1976,108423.47841791585
Berkeley,1977,107377.61301989149
Berkeley,1978,106571.1891891892
Berkeley,1979,105080.96186939589
Berkeley,1980,104056.38961743693
Berkeley,1981,104057.79209160851
Berkeley,1982,105383.22751322751
Berkeley,1983,106296.88313943392
Berkeley,1984,105207.72385509228
Berkeley,1985,106434.41585828764
Berkeley,1986,105218.65937525893
Berkeley,1987,105000.68818613797
Berkeley,1988,104392.83586895275
Berkeley,1989,104405.01110053917
Berkeley,1990,103113.12465678199
Berkeley,1991,102779.90785518478
Berkeley,1992,103349.67530584344
Berkeley,1993,102451.70876554384
Berkeley,1994,101503.31360139087
Berkeley,1995,101109.51800070667
Berkeley,1996,100542.31375992254
Berkeley,1997,102061.92812029412
Berkeley,1998,102779.88723542116
Berkeley,1999,103080.02377090097
Berkeley,2000,103369.94600371852
Berkeley,2001,104291.25950376925
Berkeley,2002,104893.35981072388
Berkeley,2003,105088.50378161336
Berkeley,2004,105548.55844250607
Berkeley,2005,105673.41349361744
Berkeley,2006,107579.25240722088
Berkeley,2007,109148.23327884392
Berkeley,2008,110331.19135494261
Berkeley,2009,111428.65505585195
Berkeley,2010,112912.21805080705
Berkeley,2011,115210.95491626802
Berkeley,2012,116728.62028556515
Berkeley,2013,117614.04469458068
Berkeley,2014,119194.23331441119
Berkeley,2015,120673.59207509489
Berkeley,2016,121447.09594600393
Berkeley,2017,122348.67752476277
Berkeley,2018,123082.46283782147
Berkeley,2019,123720.54908267496
Berkeley,2020,123642.2225223286
Berkeley,2021,119990.44132066748
Berkeley,2022,123617.07011351085
Berkeley,2023,125060.50247953483
Butte,1947,56700
Butte,1948,59900
Butte,1949,63300
Butte,1950,64800
Butte,1951,65000
Butte,1952,65900
Butte,1953,66400
Butte,1954,68800
Butte,1955,71100
Butte,1956,74200
Butte,1957,77200
Butte,1958,79400
Butte,1959,80900
Butte,1960,83200
Butte,1961,87000
Butte,1962,90900
Butte,1963,93700
Butte,1964,95800
Butte,1965,97300
Butte,1966,99900
Butte,1967,101300
Butte,1968,100200
Butte,1969,100000
Butte,1970,102500
Butte,1971,106000
Butte,1972,110400
Butte,1973,113800
Butte,1974,118100
Butte,1975,120700
Butte,1976,125000
Butte,1977,130200
Butte,1978,134500
Butte,1979,138500
Butte,1980,144900
Butte,1981,148800
Butte,1982,152500
Butte,1983,154900
Butte,1984,157600
Butte,1985,161600
Butte,1986,164400
Butte,1987,168100
Butte,1988,173400
Butte,1989,176900
Butte,1990,183229
Butte,1991,187561
Butte,1992,190704
Butte,1993,192812
Butte,1994,195327
Butte,1995,197464
Butte,1996,197753
Butte,1997,199630
Butte,1998,200393
Butte,1999,201632
Butte,2000,203446
Butte,2001,205730
Butte,2002,208154
Butte,2003,210623
Butte,2004,212212
Butte,2005,213698
Butte,2006,215684
Butte,2007,217115
Butte,2008,218485
Butte,2009,219287
Butte,2010,220619
Butte,2011,222149
Butte,2012,224316
Butte,2013,225544
Butte,2014,227830
Butte,2015,229359
Butte,2016,230681
Butte,2017,233080
Butte,2018,234627
Butte,2019,226714
Butte,2020,210349
Butte,2021,206121
Butte,2022,206498
Butte,2023,205860
Calaveras,1947,9100
Calaveras,1948,9400
Calaveras,1949,9800
Calaveras,1950,9900
Calaveras,1951,9800
Calaveras,1952,9800
Calaveras,1953,9800
Calaveras,1954,9800
Calaveras,1955,9900
Calaveras,1956,10000
Calaveras,1957,9900
Calaveras,1958,10100
Calaveras,1959,10100
Calaveras,1960,10400
Calaveras,1961,10600
Calaveras,1962,10900
Calaveras,1963,11400
Calaveras,1964,11600
Calaveras,1965,11800
Calaveras,1966,12200
Calaveras,1967,12700
Calaveras,1968,13100
Calaveras,1969,13300
Calaveras,1970,13700
Calaveras,1971,13800
Calaveras,1972,14300
Calaveras,1973,14800
Calaveras,1974,15400
Calaveras,1975,15500
Calaveras,1976,16000
Calaveras,1977,17000
Calaveras,1978,18600
Calaveras,1979,19900
Calaveras,1980,20900
Calaveras,1981,21700
Calaveras,1982,22800
Calaveras,1983,23500
Calaveras,1984,24200
Calaveras,1985,25000
Calaveras,1986,26100
Calaveras,1987,27600
Calaveras,1988,28800
Calaveras,1989,30600
Calaveras,1990,32466
Calaveras,1991,34507
Calaveras,1992,35932
Calaveras,1993,36735
Calaveras,1994,37607
Calaveras,1995,38352
Calaveras,1996,38608
Calaveras,1997,39925
Calaveras,1998,39677
Calaveras,1999,40288
Calaveras,2000,40658
Calaveras,2001,41428
Calaveras,2002,42119
Calaveras,2003,43186
Calaveras,2004,43924
Calaveras,2005,44773
Calaveras,2006,45316
Calaveras,2007,45638
Calaveras,2008,45702
Calaveras,2009,45562
Calaveras,2010,45565
Calaveras,2011,45519
Calaveras,2012,45512
Calaveras,2013,45429
Calaveras,2014,45423
Calaveras,2015,45414
Calaveras,2016,45365
Calaveras,2017,45354
Calaveras,2018,45365
Calaveras,2019,45285
Calaveras,2020,45262
Calaveras,2021,45011
Calaveras,2022,44769
Calaveras,2023,44605
California,1947,9832000
California,1948,10064000
California,1949,10337000
California,1950,10643000
California,1951,11130000
California,1952,11638000
California,1953,12101000
California,1954,12517000
California,1955,13004000
California,1956,13581000
California,1957,14177000
California,1958,14741000
California,1959,15288000
California,1960,15863000
California,1961,16412000
California,1962,16951000
California,1963,17530000
California,1964,18026000
California,1965,18464000
California,1966,18831000
California,1967,19174700
California,1968,19432000
California,1969,19744700
California,1970,20039000
California,1971,20346000
California,1972,20585000
California,1973,20869000
California,1974,21174000
California,1975,21538000
California,1976,21936000
California,1977,22352000
California,1978,22839000
California,1979,23257000
California,1980,23782000
California,1981,24278000
California,1982,24805000
California,1983,25337000
California,1984,25816000
California,1985,26402000
California,1986,27052000
California,1987,27717000
California,1988,28393000
California,1989,29142000
California,1990,29828496
California,1991,30458613
California,1992,30987384
California,1993,31314189
California,1994,31523690
California,1995,31711849
California,1996,31962949
California,1997,32452789
California,1998,32862965
California,1999,33418578
California,2000,34000835
California,2001,34512742
California,2002,34938290
California,2003,35388928
California,2004,35752765
California,2005,35985582
California,2006,36246822
California,2007,36552529
California,2008,36856222
California,2009,37077204
California,2010,37363368
California,2011,37703593
California,2012,38055785
California,2013,38342642
California,2014,38644802
California,2015,38913507
California,2016,39127855
California,2017,39328926
California,2018,39476064
California,2019,39529566
California,2020,39541722
California,2021,39246702
California,2022,39146273
California,2023,39109070
Colusa,1947,10300
Colusa,1948,10500
Colusa,1949,11000
Colusa,1950,11600
Colusa,1951,11500
Colusa,1952,11600
Colusa,1953,11400
Colusa,1954,11400
Colusa,1955,11500
Colusa,1956,11700
Colusa,1957,12000
Colusa,1958,12100
Colusa,1959,12000
Colusa,1960,12200
Colusa,1961,12200
Colusa,1962,12300
Colusa,1963,12600
Colusa,1964,12300
Colusa,1965,12200
Colusa,1966,12100
Colusa,1967,12300
Colusa,1968,12200
Colusa,1969,12400
Colusa,1970,12400
Colusa,1971,12300
Colusa,1972,12300
Colusa,1973,12300
Colusa,1974,12600
Colusa,1975,12800
Colusa,1976,13000
Colusa,1977,12900
Colusa,1978,12900
Colusa,1979,13100
Colusa,1980,12900
Colusa,1981,13200
Colusa,1982,13800
Colusa,1983,14000
Colusa,1984,14000
Colusa,1985,14600
Colusa,1986,14800
Colusa,1987,14800
Colusa,1988,15300
Colusa,1989,15900
Colusa,1990,16300
Colusa,1991,16694
Colusa,1992,16983
Colusa,1993,17319
Colusa,1994,17556
Colusa,1995,17833
Colusa,1996,18148
Colusa,1997,18461
Colusa,1998,18457
Colusa,1999,18594
Colusa,2000,18880
Colusa,2001,19068
Colusa,2002,19391
Colusa,2003,19685
Colusa,2004,20184
Colusa,2005,20565
Colusa,2006,20893
Colusa,2007,21119
Colusa,2008,21172
Colusa,2009,21270
Colusa,2010,21322
Colusa,2011,21356
Colusa,2012,21406
Colusa,2013,21464
Colusa,2014,21414
Colusa,2015,21455
Colusa,2016,21677
Colusa,2017,21792
Colusa,2018,21690
Colusa,2019,21745
Colusa,2020,21867
Colusa,2021,21884
Colusa,2022,21814
Colusa,2023,21905
Contra Costa,1947,278900
Contra Costa,1948,283100
Contra Costa,1949,293000
Contra Costa,1950,302700
Contra Costa,1951,315700
Contra Costa,1952,340300
Contra Costa,1953,351600
Contra Costa,1954,335900
Contra Costa,1955,337900
Contra Costa,1956,348500
Contra Costa,1957,365300
Contra Costa,1958,380200
Contra Costa,1959,395500
Contra Costa,1960,413200
Contra Costa,1961,425200
Contra Costa,1962,439400
Contra Costa,1963,457700
Contra Costa,1964,473200
Contra Costa,1965,491900
Contra Costa,1966,510500
Contra Costa,1967,529200
Contra Costa,1968,538800
Contra Costa,1969,549600
Contra Costa,1970,557500
Contra Costa,1971,567700
Contra Costa,1972,572100
Contra Costa,1973,576200
Contra Costa,1974,579600
Contra Costa,1975,586600
Contra Costa,1976,602100
Contra Costa,1977,618200
Contra Costa,1978,632100
Contra Costa,1979,644700
Contra Costa,1980,658500
Contra Costa,1981,667200
Contra Costa,1982,678500
Contra Costa,1983,689700
Contra Costa,1984,698000
Contra Costa,1985,710900
Contra Costa,1986,725800
Contra Costa,1987,740800
Contra Costa,1988,760800
Contra Costa,1989,785000
Contra Costa,1990,806315
Contra Costa,1991,823658
Contra Costa,1992,840825
Contra Costa,1993,856384
Contra Costa,1994,865554
Contra Costa,1995,872804
Contra Costa,1996,883351
Contra Costa,1997,901948
Contra Costa,1998,919754
Contra Costa,1999,937226
Contra Costa,2000,953675
Contra Costa,2001,970496
Contra Costa,2002,978795
Contra Costa,2003,989705
Contra Costa,2004,998201
Contra Costa,2005,1004230
Contra Costa,2006,1010104
Contra Costa,2007,1021251
Contra Costa,2008,1033292
Contra Costa,2009,1043501
Contra Costa,2010,1053028
Contra Costa,2011,1068330
Contra Costa,2012,1082513
Contra Costa,2013,1098192
Contra Costa,2014,1112733
Contra Costa,2015,1128317
Contra Costa,2016,1141566
Contra Costa,2017,1149457
Contra Costa,2018,1158017
Contra Costa,2019,1162287
Contra Costa,2020,1167327
Contra Costa,2021,1159901
Contra Costa,2022,1150114
Contra Costa,2023,1146536
Del Norte,1947,7100
Del Norte,1948,7400
Del Norte,1949,7900
Del Norte,1950,8400
Del Norte,1951,9700
Del Norte,1952,11000
Del Norte,1953,12200
Del Norte,1954,13300
Del Norte,1955,14400
Del Norte,1956,15300
Del Norte,1957,17600
Del Norte,1958,17900
Del Norte,1959,18600
Del Norte,1960,17800
Del Norte,1961,17400
Del Norte,1962,16900
Del Norte,1963,16600
Del Norte,1964,16600
Del Norte,1965,16100
Del Norte,1966,15700
Del Norte,1967,15200
Del Norte,1968,14700
Del Norte,1969,14500
Del Norte,1970,14600
Del Norte,1971,15100
Del Norte,1972,15300
Del Norte,1973,15500
Del Norte,1974,16000
Del Norte,1975,16200
Del Norte,1976,16300
Del Norte,1977,16800
Del Norte,1978,17600
Del Norte,1979,17700
Del Norte,1980,18300
Del Norte,1981,18900
Del Norte,1982,18700
Del Norte,1983,18900
Del Norte,1984,18800
Del Norte,1985,19100
Del Norte,1986,19500
Del Norte,1987,20000
Del Norte,1988,20900
Del Norte,1989,20400
Del Norte,1990,24426
Del Norte,1991,26567
Del Norte,1992,27264
Del Norte,1993,27591
Del Norte,1994,27824
Del Norte,1995,27862
Del Norte,1996,27783
Del Norte,1997,28648
Del Norte,1998,27963
Del Norte,1999,27513
Del Norte,2000,27447
Del Norte,2001,27418
Del Norte,2002,27615
Del Norte,2003,27871
Del Norte,2004,28187
Del Norte,2005,28315
Del Norte,2006,28276
Del Norte,2007,28480
Del Norte,2008,28571
Del Norte,2009,28559
Del Norte,2010,28421
Del Norte,2011,28261
Del Norte,2012,28038
Del Norte,2013,27589
Del Norte,2014,27260
Del Norte,2015,27113
Del Norte,2016,27070
Del Norte,2017,26898
Del Norte,2018,27572
Del Norte,2019,27604
Del Norte,2020,27645
Del Norte,2021,27368
Del Norte,2022,26738
Del Norte,2023,26382
El Dorado,1947,15600
El Dorado,1948,15900
El Dorado,1949,16000
El Dorado,1950,16200
El Dorado,1951,16500
El Dorado,1952,16900
El Dorado,1953,17400
El Dorado,1954,18400
El Dorado,1955,18800
El Dorado,1956,19700
El Dorado,1957,21500
El Dorado,1958,23600
El Dorado,1959,26600
El Dorado,1960,29900
El Dorado,1961,32100
El Dorado,1962,34100
El Dorado,1963,36000
El Dorado,1964,38600
El Dorado,1965,40700
El Dorado,1966,42500
El Dorado,1967,42100
El Dorado,1968,42200
El Dorado,1969,43000
El Dorado,1970,44100
El Dorado,1971,47200
El Dorado,1972,49900
El Dorado,1973,52700
El Dorado,1974,56100
El Dorado,1975,59400
El Dorado,1976,62000
El Dorado,1977,67600
El Dorado,1978,74200
El Dorado,1979,80900
El Dorado,1980,86500
El Dorado,1981,89300
El Dorado,1982,92300
El Dorado,1983,93300
El Dorado,1984,95300
El Dorado,1985,99100
El Dorado,1986,102900
El Dorado,1987,107600
El Dorado,1988,114000
El Dorado,1989,119700
El Dorado,1990,127305
El Dorado,1991,133089
El Dorado,1992,136719
El Dorado,1993,140871
El Dorado,1994,142819
El Dorado,1995,144910
El Dorado,1996,146992
El Dorado,1997,149758
El Dorado,1998,151958
El Dorado,1999,154507
El Dorado,2000,158288
El Dorado,2001,161880
El Dorado,2002,164725
El Dorado,2003,167670
El Dorado,2004,170304
El Dorado,2005,173181
El Dorado,2006,175258
El Dorado,2007,177195
El Dorado,2008,178599
El Dorado,2009,179701
El Dorado,2010,181135
El Dorado,2011,180832
El Dorado,2012,180978
El Dorado,2013,181963
El Dorado,2014,181898
El Dorado,2015,182205
El Dorado,2016,182937
El Dorado,2017,184800
El Dorado,2018,187122
El Dorado,2019,187905
El Dorado,2020,191522
El Dorado,2021,191437
El Dorado,2022,189386
El Dorado,2023,187285
Fresno,1947,254600
Fresno,1948,260800
Fresno,1949,268300
Fresno,1950,275900
Fresno,1951,277000
Fresno,1952,287100
Fresno,1953,295500
Fresno,1954,302800
Fresno,1955,313000
Fresno,1956,322600
Fresno,1957,332800
Fresno,1958,344100
Fresno,1959,356900
Fresno,1960,368500
Fresno,1961,377500
Fresno,1962,384600
Fresno,1963,391600
Fresno,1964,398000
Fresno,1965,405000
Fresno,1966,410900
Fresno,1967,414500
Fresno,1968,411500
Fresno,1969,410200
Fresno,1970,413800
Fresno,1971,423000
Fresno,1972,431000
Fresno,1973,434600
Fresno,1974,439900
Fresno,1975,452400
Fresno,1976,472200
Fresno,1977,485400
Fresno,1978,495500
Fresno,1979,504600
Fresno,1980,517400
Fresno,1981,529000
Fresno,1982,541600
Fresno,1983,555900
Fresno,1984,571300
Fresno,1985,582800
Fresno,1986,593300
Fresno,1987,609100
Fresno,1988,627500
Fresno,1989,649000
Fresno,1990,670250
Fresno,1991,695373
Fresno,1992,716140
Fresno,1993,730722
Fresno,1994,740909
Fresno,1995,755971
Fresno,1996,766333
Fresno,1997,774838
Fresno,1998,780261
Fresno,1999,789748
Fresno,2000,802224
Fresno,2001,815003
Fresno,2002,828637
Fresno,2003,845917
Fresno,2004,860226
Fresno,2005,871910
Fresno,2006,886376
Fresno,2007,899826
Fresno,2008,913239
Fresno,2009,923895
Fresno,2010,932842
Fresno,2011,941793
Fresno,2012,949363
Fresno,2013,955481
Fresno,2014,963010
Fresno,2015,970859
Fresno,2016,977361
Fresno,2017,985393
Fresno,2018,993965
Fresno,2019,1001640
Fresno,2020,1007436
Fresno,2021,1010417
Fresno,2022,1011462
Fresno,2023,1012424
Glenn,1947,14100
Glenn,1948,14600
Glenn,1949,15000
Glenn,1950,15500
Glenn,1951,15600
Glenn,1952,15700
Glenn,1953,16100
Glenn,1954,16400
Glenn,1955,16500
Glenn,1956,16900
Glenn,1957,17300
Glenn,1958,17200
Glenn,1959,17100
Glenn,1960,17400
Glenn,1961,17600
Glenn,1962,17900
Glenn,1963,17900
Glenn,1964,17800
Glenn,1965,18000
Glenn,1966,18300
Glenn,1967,17900
Glenn,1968,17600
Glenn,1969,17500
Glenn,1970,17500
Glenn,1971,17700
Glenn,1972,18200
Glenn,1973,18700
Glenn,1974,19100
Glenn,1975,19300
Glenn,1976,19800
Glenn,1977,20200
Glenn,1978,20300
Glenn,1979,21000
Glenn,1980,21500
Glenn,1981,22000
Glenn,1982,22200
Glenn,1983,22700
Glenn,1984,22600
Glenn,1985,22900
Glenn,1986,23000
Glenn,1987,23000
Glenn,1988,23500
Glenn,1989,24200
Glenn,1990,24827
Glenn,1991,25318
Glenn,1992,25757
Glenn,1993,25915
Glenn,1994,25925
Glenn,1995,26398
Glenn,1996,26342
Glenn,1997,26463
Glenn,1998,26319
Glenn,1999,26308
Glenn,2000,26555
Glenn,2001,26611
Glenn,2002,26792
Glenn,2003,27156
Glenn,2004,27264
Glenn,2005,27525
Glenn,2006,27731
Glenn,2007,28013
Glenn,2008,28120
Glenn,2009,28056
Glenn,2010,28220
Glenn,2011,28219
Glenn,2012,28009
Glenn,2013,28014
Glenn,2014,28075
Glenn,2015,28001
Glenn,2016,28005
Glenn,2017,28072
Glenn,2018,28134
Glenn,2019,28525
Glenn,2020,28854
Glenn,2021,28709
Glenn,2022,28449
Glenn,2023,28039
Humboldt,1947,54600
Humboldt,1948,59400
Humboldt,1949,65300
Humboldt,1950,70300
Humboldt,1951,74400
Humboldt,1952,77800
Humboldt,1953,82300
Humboldt,1954,85900
Humboldt,1955,90100
Humboldt,1956,94200
Humboldt,1957,96100
Humboldt,1958,97400
Humboldt,1959,101400
Humboldt,1960,104900
Humboldt,1961,103900
Humboldt,1962,103100
Humboldt,1963,100500
Humboldt,1964,100100
Humboldt,1965,100300
Humboldt,1966,101100
Humboldt,1967,99000
Humboldt,1968,97800
Humboldt,1969,98100
Humboldt,1970,100200
Humboldt,1971,101300
Humboldt,1972,102400
Humboldt,1973,104500
Humboldt,1974,105800
Humboldt,1975,106600
Humboldt,1976,105700
Humboldt,1977,106900
Humboldt,1978,107400
Humboldt,1979,108000
Humboldt,1980,108900
Humboldt,1981,110500
Humboldt,1982,109900
Humboldt,1983,109600
Humboldt,1984,110200
Humboldt,1985,110600
Humboldt,1986,111700
Humboldt,1987,112700
Humboldt,1988,114700
Humboldt,1989,117000
Humboldt,1990,119370
Humboldt,1991,121433
Humboldt,1992,123386
Humboldt,1993,124670
Humboldt,1994,124462
Humboldt,1995,124979
Humboldt,1996,125340
Humboldt,1997,126347
Humboldt,1998,125453
Humboldt,1999,126393
Humboldt,2000,126665
Humboldt,2001,127348
Humboldt,2002,128755
Humboldt,2003,130179
Humboldt,2004,131243
Humboldt,2005,131689
Humboldt,2006,132226
Humboldt,2007,132657
Humboldt,2008,133201
Humboldt,2009,133766
Humboldt,2010,135187
Humboldt,2011,135810
Humboldt,2012,135500
Humboldt,2013,135676
Humboldt,2014,135710
Humboldt,2015,136348
Humboldt,2016,137346
Humboldt,2017,137492
Humboldt,2018,137493
Humboldt,2019,136740
Humboldt,2020,136406
Humboldt,2021,134695
Humboldt,2022,134657
Humboldt,2023,134388
Imperial,1947,61800
Imperial,1948,62600
Imperial,1949,62800
Imperial,1950,62800
Imperial,1951,62800
Imperial,1952,65800
Imperial,1953,68100
Imperial,1954,69300
Imperial,1955,69700
Imperial,1956,70300
Imperial,1957,71700
Imperial,1958,73100
Imperial,1959,74000
Imperial,1960,73000
Imperial,1961,72700
Imperial,1962,73000
Imperial,1963,74500
Imperial,1964,74800
Imperial,1965,75500
Imperial,1966,76300
Imperial,1967,75700
Imperial,1968,74900
Imperial,1969,74200
Imperial,1970,74400
Imperial,1971,75000
Imperial,1972,76300
Imperial,1973,78500
Imperial,1974,81000
Imperial,1975,83400
Imperial,1976,84700
Imperial,1977,86700
Imperial,1978,88400
Imperial,1979,89800
Imperial,1980,92500
Imperial,1981,94100
Imperial,1982,95300
Imperial,1983,96400
Imperial,1984,96900
Imperial,1985,98600
Imperial,1986,99800
Imperial,1987,101300
Imperial,1988,103600
Imperial,1989,106100
Imperial,1990,110074
Imperial,1991,115211
Imperial,1992,122788
Imperial,1993,130169
Imperial,1994,133519
Imperial,1995,136183
Imperial,1996,138126
Imperial,1997,139026
Imperial,1998,139223
Imperial,1999,140822
Imperial,2000,143151
Imperial,2001,144726
Imperial,2002,147185
Imperial,2003,150909
Imperial,2004,153937
Imperial,2005,157657
Imperial,2006,162532
Imperial,2007,166894
Imperial,2008,170104
Imperial,2009,173241
Imperial,2010,175188
Imperial,2011,176872
Imperial,2012,177385
Imperial,2013,177312
Imperial,2014,178967
Imperial,2015,179952
Imperial,2016,180280
Imperial,2017,180627
Imperial,2018,180627
Imperial,2019,180809
Imperial,2020,180376
Imperial,2021,179807
Imperial,2022,179914
Imperial,2023,179639
Inyo,1947,9000
Inyo,1948,10000
Inyo,1949,11300
